,name,type_A,type_B,type_C,type_D,address,longitude,latitude
"7998 Dixie Rd , Brampton, Ontario",Husky,119.7,131.9,137.9,118.7,"7998 Dixie Rd, Brampton, ON L6T 4K7, Canada",-79.7009209,43.69435499999999
"8 Kingston Rd E , Ajax, Ontario",Esso,113.3,128.9,132.9,,"8 Kingston Rd E, Ajax, ON L1T 4W4, Canada",-79.02538,43.861894
"8 South Kingsway , Toronto - South, Ontario",Petro-Canada,122.9,135.9,141.9,,"8 S Kingsway, Toronto, ON M6S 3T2, Canada",-79.47532060000002,43.6368196
"800 Lawrence Ave E , Toronto - Central, Ontario",Esso,122.9,,,,"4218 Lawrence Ave E, Scarborough, ON M1E 4X9, Canada",-79.1842527,43.7694535
"800 Morningside Ave , Toronto - East, Ontario",Husky,118.6,130.9,137.9,,"800 Morningside Ave, Scarborough, ON M1C 1B8, Canada",-79.19501199999999,43.7898057
"800 York Mills Rd , Toronto - Central, Ontario",Petro-Canada,122.9,135.9,141.9,120.9,"770 Don Mills Rd, North York, ON M3C 1T3, Canada",-79.3391838,43.7164069
"8044 Dixie Rd , Brampton, Ontario",Esso,119.9,127.9,136.9,117.9,"8044 Dixie Rd, Brampton, ON L6T 5C3, Canada",-79.7085055,43.699351
"8155 Torbram Rd , Brampton, Ontario",Petro-Canada,120.6,130.9,136.9,124.9,"8155 Torbram Rd, Brampton, ON L6T 5C5, Canada",-79.6835756,43.7177652
"829 Lake Shore Blvd E , Toronto - South, Ontario",Esso,122.9,,,119.9,"829 Lake Shore Blvd E, Toronto, ON M4M 1B2, Canada",-79.3375203,43.65443150000001
"8291 Woodbine Ave , Markham, Ontario",Esso,122.9,134.9,140.9,118.9,"8291 Woodbine Ave, Markham, ON L3R 2P4, Canada",-79.3562062,43.8448651
"830 Burnhamthorpe Rd , Toronto - West, Ontario",Petro-Canada,122.9,135.9,141.9,,"830 Burnhamthorpe Rd, Etobicoke, ON M9C 2Z3, Canada",-79.583756,43.6392072
"8301 Sheppard Ave E , Toronto - East, Ontario",Shell,119.9,135.9,143.9,,"8301 Sheppard Ave E, Scarborough, ON M1B 5P7, Canada",-79.1923841,43.8031882
"8330 Kennedy Rd , Markham, Ontario",Shell,122.9,136.9,144.9,,"8330 Kennedy Rd, Unionville, ON L3R 0P5, Canada",-79.3054429,43.857125
"835 Yonge St , Toronto - Central, Ontario",Canadian Tire,122.9,129.9,134.9,114.9,"835 Yonge St, Toronto, ON M4W 2H2, Canada",-79.38755979999999,43.6731387
"840 Dupont St , Toronto - Central, Ontario",Pioneer,113.9,,129.9,,"840 Dupont St, Toronto, ON M6G 1Z8, Canada",-79.4275737,43.6709778
"843 Don Mills Rd , Toronto - Central, Ontario",Esso,122.9,,,,"770 Don Mills Rd, Toronto, ON L6H 4L2, Canada",-79.338713,43.716465
"8480 Hwy 27 , Vaughan, Ontario",Petro-Canada,118.9,131.9,137.9,119.9,"8480 Hwy 27, Woodbridge, ON L4H 0A7, Canada",-79.6268029,43.7907695
"850 Appleby Line , Burlington, Ontario",Pioneer,,,,117.2,"850 Appleby Line, Burlington, ON L7L 2Y7, Canada",-79.7678141,43.3768581
"850 Roselawn Ave , Toronto - Central, Ontario",Shell,122.9,,,,"850 Roselawn Ave, Toronto, ON M6B, Canada",-79.4411272,43.7022239
"8510 Woodbine Ave , Markham, Ontario",Shell,122.9,136.9,144.9,,"8510 Woodbine Ave, Markham, ON L3R 4X8, Canada",-79.3587065,43.85059
"8525 Hwy 27 , Vaughan, Ontario",Esso,118.9,131.9,137.9,119.9,"8525 Hwy 27, Woodbridge, ON L4L 1A7, Canada",-79.6256703,43.7920212
"854 Pape Ave , Toronto - Central, Ontario",Tonka Gas Bar,119.9,,,,"854 Pape Ave, East York, ON M4K 3T8, Canada",-79.3467709,43.6840256
"8555 Keele St , Vaughan, Ontario",Esso,120.3,131.9,137.9,113.9,"8555 Keele St, Concord, ON L4K 2N1, Canada",-79.5032335,43.8191605
"861 Avenue Rd , Toronto - Central, Ontario",Husky,120.4,128.9,134.9,,"861 Avenue Rd, Toronto, ON M5P 2K4, Canada",-79.4055606,43.6983401
"8656 Yonge St , Richmond Hill, Ontario",Shell,122.9,136.9,144.9,118.9,"8656 Yonge St, Richmond Hill, ON L4C 6Z4, Canada",-79.43028029999999,43.8386601
"866 Avenue Rd , Toronto - Central, Ontario",Esso,122.3,130.9,136.9,,"866 Avenue Rd, Toronto, ON M5P 2K3, Canada",-79.4062593,43.6985016
"8675 McCowan Rd , Markham, Ontario",Canadian Tire,122.9,132.7,139.9,,"8675 McCowan Rd, Markham, ON L3P 4H1, Canada",-79.2838739,43.8725304
"8727 Dufferin St , Vaughan, Ontario",Petro-Canada,122.9,,,,"8727 Dufferin St, Thornhill, ON L4J, Canada",-79.4799488,43.82948649999999
"873 Queen St W , Toronto - South, Ontario",7-Eleven,120.9,128.9,135.9,,"873 Queen St W, Toronto, ON M6J 1G4, Canada",-79.41092619999999,43.6455821
"875 The Queensway , Toronto - West, Ontario",XTR,115.3,123.6,129.9,,"875 The Queensway, Etobicoke, ON M8Z 1N8, Canada",-79.5108599,43.6241661
"8760 Bayview Ave , Richmond Hill, Ontario",Petro-Canada,122.9,135.9,141.9,,"8760 Bayview Ave, Richmond Hill, ON L4B 4M2, Canada",-79.40866869999999,43.8444955
"879 Kipling Ave , Toronto - West, Ontario",Husky,119.9,,,118.7,"879 Kipling Ave, Etobicoke, ON M8Z 5H2, Canada",-79.532484,43.6358926
"898 Kingston Rd , Pickering, Ontario",Global,121.9,,134.9,118.9,"898 Kingston Rd, Pickering, ON L1V 1A8, Canada",-79.10749,43.824076
"8980 Goreway Dr , Brampton, Ontario",Petro-Canada,119.6,,137.9,120.9,"8980 Goreway Dr, Brampton, ON L6T 0C4, Canada",-79.6845668,43.752286
"9 Bovaird Dr E , Brampton, Ontario",Esso,116.5,133.9,139.9,120.9,"9 Bovaird Dr E, Brampton, ON L6V 0A2, Canada",-79.7861487,43.7058755
"90 The Queensway , Toronto - South, Ontario",Petro-Canada,122.9,135.9,141.9,,"90 The Queensway, Toronto, ON M6S 1A5, Canada",-79.4715068,43.6371769
"900 Progress Ave , Toronto - East, Ontario",Petro-Canada,122.9,135.9,141.9,120.9,"900 Progress Ave, Scarborough, ON M1H 2Z9, Canada",-79.23478419999999,43.7821356
"901 Sheppard Ave W , Toronto - North, Ontario",Petro-Canada,121.9,,,,"901 Sheppard Ave W, North York, ON M3H 2T7, Canada",-79.4569078,43.7513234
"908 Sheppard Ave W , Toronto - North, Ontario",Shell,121.9,,,,"908 Sheppard Ave W, North York, ON M3H 2T6, Canada",-79.45754339999999,43.7520013
"909 Wilson Ave , Toronto - North, Ontario",Shell,122.9,136.9,144.9,,"909 Wilson Ave, North York, ON M3K 1E6, Canada",-79.4678399,43.7301656
"915 Westney Rd S , Ajax, Ontario",Shell,113.9,,,,"915 Westney Rd S, Ajax, ON L1S 3M4, Canada",-79.01829339999999,43.8308385
"920 Albion Rd , Toronto - West, Ontario",Top Valu,120.6,130.1,137.6,116.6,"920 Albion Rd, Etobicoke, ON M9V 1A4, Canada",-79.5608142,43.735414
"9240 Leslie St , Richmond Hill, Ontario",Shell,122.9,134.9,141.9,,"9240 Leslie St, Richmond Hill, ON L4B 2N8, Canada",-79.3873235,43.8619126
"9249 9th Ln , Markham, Ontario",Petro-Canada,119.9,135.9,141.9,,"The Ninth Line Baptist Church, Markham Rd, Markham, ON L3P 3J3, Canada",-79.2668961,43.8938075
"9270 McCowan Rd , Markham, Ontario",Shell,122.9,131.9,139.9,120.9,"9270 McCowan Rd, Markham, ON L6C 2L1, Canada",-79.289678,43.8855693
"9277 Bayview Ave , Richmond Hill, Ontario",Petro-Canada,122.9,135.9,140.9,,"9277 Bayview Ave, Richmond Hill, ON L4C 9X6, Canada",-79.41025359999999,43.8575578
"929 Queen St E , Toronto - South, Ontario",Leslieville Pumps,119.9,,130.9,,"929 Queen St E, Toronto, ON M4M 1J6, Canada",-79.3405298,43.6605948
"9301 Hwy 50 , Vaughan, Ontario",Petro-Canada,122.9,135.9,141.9,,"9301 Hwy 50, Woodbridge, ON L4H 2Y5, Canada",-79.668931,43.802868
"933 Warden Ave , Toronto - East, Ontario",Tru Value,119.9,,,119.9,"933 Warden Ave, Scarborough, ON M1L 4C5, Canada",-79.2889986,43.7321176
"9332 Keele St , Vaughan, Ontario",Husky,119.1,131.9,138.9,113.7,"9332 Keele St, Vaughan, ON L6A, Canada",-79.5093832,43.8388454
"935 Liverpool Rd , Pickering, Ontario",Shell,117.9,130.9,138.9,119.9,"935 Liverpool Rd, Pickering, ON L1W 1S7, Canada",-79.08691189999999,43.8285478
"9400 Hwy 27 , Vaughan, Ontario",Mi Fuel,116.9,124.9,131.9,116.9,"9400 Hwy 27, Woodbridge, ON L4L 1A7, Canada",-79.630833,43.8148728
"9431 Torbram Rd , Brampton, Ontario",Petro-Canada,119.6,132.9,138.9,119.9,"9431 Torbram Rd, Brampton, ON L6S 6E6, Canada",-79.7193303,43.7441299
"9495 Airport Rd , Brampton, Ontario",Petro-Canada,119.6,135.9,141.9,120.9,"9495 Airport Rd, Brampton, ON L6S 6C7, Canada",-79.7090369,43.7539072
"9501 Sheppard Ave E , Toronto - East, Ontario",Petro-Canada,122.9,135.9,141.9,,"9501 Sheppard Ave E, Scarborough, ON • M1E 4R2, Canada",-79.1714312,43.807831
"952 King St W , Toronto - South, Ontario",Esso,122.9,134.9,140.9,,"952 King St W, Toronto, ON M6K 1E4, Canada",-79.4123626,43.6421894
"9550 Yonge St , Richmond Hill, Ontario",Petro-Canada,119.9,135.9,143.9,120.9,"9550 Yonge St, Richmond Hill, ON L4C 1V6, Canada",-79.43544,43.8604772
"9700 Yonge St , Richmond Hill, Ontario",Esso,119.9,128.9,134.9,119.9,"9700 Yonge St, Richmond Hill, ON L4C 1V8, Canada",-79.4361067,43.86350849999999
"980 Islington Ave , Toronto - West, Ontario",7-Eleven,122.6,125.5,131.5,119.7,"980 Islington Ave, Etobicoke, ON M8Z, Canada",-79.5171194,43.629306
"9800 Chinguacousy Rd , Brampton, Ontario",Esso,122.9,,,,"9800 Chinguacousy Rd, Brampton, ON L6X 5E9, Canada",-79.8032711,43.6818912
"9878 Dixie Rd , Brampton, Ontario",Petro-Canada,122.9,131.9,137.9,,"9878 Dixie Rd, Brampton, ON L6S 5W4, Canada",-79.7483252,43.7293643
"99 McEwan Dr E , Caledon, Ontario",Canadian Tire,,128.1,136.1,118.3,"99 McEwan Dr E, Bolton, ON L7E 2Z7, Canada",-79.7098788,43.8618146
"9919 Airport Rd , Brampton, Ontario",Shell,119.6,,138.9,119.9,"9919 Airport Rd, Brampton, ON L6S, Canada",-79.7188894,43.7608291
"995 Eglinton Ave E , Mississauga, Ontario",Petro-Canada,114.9,,,,"995 Eglinton Ave E, Mississauga, ON L4W 4H3, Canada",-79.6311437,43.6270377
"995 Pape Ave , East York, Ontario",Cocomile Service Centre,114.9,,,,"995 Pape Ave, East York, ON M4K 3V8, Canada",-79.347831,43.6877611
"995 Pape Ave , Toronto - Central, Ontario",National Gas & Variety,114.9,,,,"995 Pape Ave, East York, ON M4K 3V8, Canada",-79.347831,43.6877611
"9950 Chinguacousy Rd , Brampton, Ontario",Shell,119.3,134.9,142.9,119.9,"9950 Chinguacousy Rd, Brampton, ON L6X 4W2, Canada",-79.8084677,43.6854534
"9950 McLaughlin Rd , Brampton, Ontario",Husky,118.3,132.9,136.9,,"9950 McLaughlin Rd N, Brampton, ON L6X 5C7, Canada",-79.79749369999999,43.6952899
"9980 Mississauga Rd , Brampton, Ontario",Petro-Canada,119.3,134.9,140.9,120.9,"9980 Mississauga Rd, Brampton, ON L6X 0B5, Canada",-79.82956399999999,43.66631599999999
"9981 Chinguacousy Rd , Brampton, Ontario",Petro-Canada,119.2,136.9,142.9,,"9981 Chinguacousy Rd, Brampton, ON L6X 0E8, Canada",-79.8075355,43.6863245
"999 Harwood Ave N , Ajax, Ontario",Shell,113.9,128.9,136.9,118.9,"999 Harwood Ave N, Ajax, ON L1Z 1Y7, Canada",-79.0260017,43.87952079999999
"999 North Service Rd , Mississauga, Ontario",Husky,122.9,,,,"999 N Service Rd, Mississauga, ON L4Y 1A4, Canada",-79.5774038,43.5897116
"9999 Bayview Ave , Richmond Hill, Ontario",Esso,122.9,135.9,141.9,118.9,"9999 Bayview Ave, Richmond Hill, ON L4C 8W7, Canada",-79.4148027,43.8758473
"Hwy 50 , Caledon, Ontario",Shell,118.7,,138.7,118.9,"Hwy 50, Caledon, ON, Canada",-79.7491119,43.8873864
"Taymall Ave , Toronto - West, Ontario",Costco,109.9,,121.9,,"Taymall Ave, Etobicoke, ON M8Z, Canada",-79.50661629999999,43.6238871
